 报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 支付的其他与经营活动有关的现金(万元),8691,5019,3009,9540,8015,3504,1725,4921,2597,3052,1414,2885,1627,3150,3239,3132, 
 经营活动现金流出小计(万元),346086,206594,102910,295822,198905,112121,47277,160533,83087,77818,33013,16902,6529,13694,12783,11371, 
 经营活动产生的现金流量净额(万元),1254,2009,-13922,7730,-17831,-1589,-14598,-8795,-17485,-6751,-3235,-222,-252,-968,1766,1533, 
 收回投资所收到的现金(万元),--,--,--,--,--,0,--,684,--,216,216,--,--,--,4800,25900, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,0,--,--,--,--,2,--,--,--,50,109, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,0,--,--,--,--,--,5,1,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,10,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,1000,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,0,684,0,216,218,5,1,1000,4860,26009, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),54,29,14,483,510,505,169,349,159,126,143,43,21,41,160,447, 
 投资所支付的现金(万元),--,--,--,50,24,24,--,--,--,--,--,900,--,200,4800,23900, 
 质押贷款净增加额(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,0,--,12,12,44,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),54,29,14,533,533,528,169,361,171,170,143,943,21,241,4960,24347, 
 投资活动产生的现金流量净额(万元),-54,-29,-14,-533,-533,-528,-169,323,-171,46,75,-938,-20,759,-100,1662, 
 吸收投资收到的现金(万元),50317,--,--,--,--,0,--,16470,15741,5448,5448,--,--,--,--,1920, 
 其中：子公司吸收少数股东投资收到的现金(万元),60,--,--,--,--,0,--,804,75,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),29761,18000,10000,37788,23372,13300,7300,11440,7400,2000,--,1400,500,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,0,--,--,--,15666,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),80078,18000,10000,37788,23372,13300,7300,27910,23141,23114,5448,1400,500,0,0,1920, 
 偿还债务支付的现金(万元),28111,16000,9000,35228,20212,10740,7500,2000,--,1250,350,150,--,1680,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),688,456,239,779,346,337,154,1914,1677,67,15,21,--,--,1800,1200, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1377,20,20,49,49,49,--,730,414,15685,--,--,6,--,--,--, 
 筹资活动现金流出小计(万元),30176,16476,9259,36057,20608,11126,7654,4644,2091,17002,365,171,6,1680,1800,1200, 
 筹资活动产生的现金流量净额(万元),49902,1524,741,1732,2765,2174,-354,23266,21050,6112,5083,1229,494,-1680,-1800,720, 
 汇率变动对现金及现金等价物的影响(万元),2,-0,-1,24,25,11,-7,-9,-4,-1,-1,-0,--,--,--,--, 
 现金及现金等价物净增加额(万元),51105,3503,-13197,8953,-15574,67,-15129,14785,3390,-594,1922,69,221,-1889,-135,3915, 
 加:期初现金及现金等价物余额(万元),27357,27357,27357,18404,18404,18404,18404,3619,3619,4212,4212,4143,4143,6032,6167,2251, 
 期末现金及现金等价物余额(万元),78462,30860,14160,27357,2830,18471,3275,18404,7008,3619,6134,4212,4365,4143,6032,6167, 
 净利润(万元),--,7680,--,10798,--,4710,--,6218,2461,2652,1154,1201,518,578,1446,1141, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,145,--,83,--,116,--,150,38,129,101,69,8,2,16,9, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,99,--,184,--,88,--,124,58,106,57,114,59,123,131,105, 
 无形资产摊销(万元),--,52,--,90,--,40,--,66,33,59,29,70,35,71,49,7, 
 长期待摊费用摊销(万元),--,6,--,13,--,7,--,13,6,7,--,--,--,20,1,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,0,--,--,3,-0,0,--,0, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,867,--,776,--,347,--,511,207,68,16,21,6,--,--,--, 
 投资损失(万元),--,-468,--,12,--,4,--,--,--,--,-2,--,--,--,-50,-110, 
 递延所得税资产减少(万元),--,-11,--,9,--,-7,--,185,50,-234,--,-10,--,-0,-2,-2, 
 递延所得税负债增加(万元),--,-88,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,1062,--,-679,--,62,--,-1693,-3785,-4893,-1116,-957,-342,-123,99,65, 
 经营性应收项目的减少(万元),--,-10404,--,-11590,--,-8147,--,2060,4550,-13537,-5227,-2265,-1327,-48,164,-874, 
 经营性应付项目的增加(万元),--,3569,--,8534,--,1192,--,-16428,-20704,8893,1754,1534,790,-1589,-89,1193, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-500,--,-500,--,--,--,--,-400,--,--,--,0,--,--,--, 
 经营活动产生现金流量净额(万元),--,2009,--,7730,--,-1589,--,-8795,-17485,-6751,-3235,-222,-252,-968,1766,1533, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),78462,30860,14160,27357,2830,18471,3275,18404,7008,3619,6134,4212,4365,4143,6032,6167, 
 现金的期初余额(万元),27357,27357,27357,18404,18404,18404,18404,3619,3619,4212,4212,4143,4143,6032,6167,2251, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),51105,3503,-13197,8953,-15574,67,-15129,14785,3390,-594,1922,69,221,-1889,-135,3915, 

